Name,Symbol,Price,1h,24h,7d,24h Volume,Market Cap,Volume to Market Cap Ratio,Price Category
Lemonschain,LCT,0.04774,1.1,3.5,7.9,204149.0,6062564,0.03367370637241933,< $1
Koi,KOI,0.01211,0.3,0.3,9.7,4301.57,6058202,0.0007100407018452009,< $1
STAT,STAT,0.1024,3.1,15.6,22.4,1279436.0,6012117,0.2128095644179912,< $1
Quantoz USDQ,USDQ,0.9978,0.1,0.4,0.1,1535.94,5990409,0.00025639985516848684,< $1
Cute Asian Girl,CAG,0.00601,1.0,35.6,,1188196.0,5985797,0.1985025552988182,< $1
Roco Finance,ROCO,0.06571,0.2,0.6,27.3,105440.0,5979249,0.01763432163470697,< $1
Bytecoin,BCN,3.241e-05,0.1,2.9,4.6,180.72,5964108,3.030126215018239e-05,< $1
AROK.VC,AROK,0.005946,1.0,9.4,49.4,176309.0,5963080,0.02956676750940789,< $1
Oduwa Coin,OWC,0.3872,0.1,0.6,0.7,1624.85,5961386,0.0002725624544359315,< $1
MetaCene,MAK,0.03111,0.5,10.2,2.6,87182.07,5955942,0.014637830590022537,< $1
Celsius Network,CEL,0.1667,0.8,23.4,5.3,1599393.0,5955169,0.26857222691748966,< $1
Electra Protocol,XEP,0.000329,0.2,0.9,7.4,192822.0,5952058,0.03239585366943669,< $1
BABB,BAX,7.484e-05,0.6,1.0,14.5,17200.53,5946004,0.0028927881649591894,< $1
SNPad,SNPAD,0.02123,11.8,0.2,0.1,62752.33,5943609,0.01055795056505231,< $1
aura,AURA,0.006135,0.7,4.6,18.4,319359.0,5935848,0.05380174829274604,< $1
StarDOGE,STARDOGE,5.929e-05,3.9,7.8,11.4,149543.0,5929295,0.02522104229929528,< $1
Okratech,ORT,0.006799,0.1,0.3,10.6,521365.0,5924031,0.08800848611359394,< $1
LOL,LOL,0.006085,0.0,7.2,3.5,127831.0,5927267,0.02156660059349444,< $1
catwifhat,$CWIF,0.061898,0.1,5.6,4.9,1347765.0,5917087,0.22777508595023194,< $1
Stride Staked TIA,STTIA,4.95,0.6,1.2,5.6,9626.57,5902708,0.0016308734906080396,$1-$100
WAI Combinator by Virtuals,WAI,0.005897,0.7,23.3,50.3,683254.0,5893271,0.11593799097309457,< $1
LayerZero Bridged USDC (Fantom),LZUSDC,0.9986,0.2,0.2,0.3,130925.0,5890868,0.02222507786628388,< $1
PoSciDonDAO Token,SCI,1.85,0.1,3.7,15.2,73373.68,5889505,0.012458378081010203,$1-$100
Audit,AUDIT,0.05884,1.0,2.5,9.5,329.76,5880576,5.607613948021418e-05,< $1
Everclear,NEXT,0.05447,1.0,3.2,19.2,95535.98,5819419,0.0164167556933089,< $1
Floor Protocol,FLC,0.002722,1.0,7.0,9.4,206696.0,5811821,0.035564756725990014,< $1
Honeyland,HXD,0.01324,3.5,12.3,26.5,102854.0,5808805,0.017706567874115245,< $1
Joystream,JOY,0.00547,0.4,0.2,9.7,115042.0,5806579,0.019812354227850857,< $1
TAGGER,TAG,5.35e-05,0.1,3.0,6.5,3968.88,5801371,0.0006841279414814188,< $1
DappRadar,RADAR,0.004409,2.0,1.7,7.2,283682.0,5794914,0.04895361691303788,< $1
Wisdomise AI,WSDM,0.01294,2.8,0.7,6.4,1411174.0,5778302,0.24421949562345477,< $1
Hoge Finance,HOGE,1.387e-05,3.1,6.1,18.0,19538.6,5757803,0.0033934123831607294,< $1
AVINOC,AVINOC,0.03437,0.1,0.9,11.0,3222.56,5741478,0.0005612770788288312,< $1
KonnektVPN,KPN,0.002336,0.1,2.2,24.6,47.1,5729380,8.220784796958833e-06,< $1
Floppa Cat,FLOPPA,0.005709,9.3,59.0,41.1,152938.0,5708822,0.026789765033837103,< $1
Arcana Network,XAR,0.01802,0.8,0.5,1.8,190426.0,5705813,0.033374034515326736,< $1
Octokn,OTK,0.01473,2.8,0.8,12.4,126353.0,5702377,0.02215795272743279,< $1
Roko Network,ROKO,2.775e-05,2.0,13.6,13.1,102798.0,5702615,0.01802646680514115,< $1
Monkey Pox,POX,0.005679,0.3,2.0,23.0,220898.0,5699773,0.03875557851163546,< $1
Lybra,LBR,0.07468,0.4,2.1,25.1,1814849.0,5688133,0.3190588194755643,< $1
IPOR,IPOR,0.2048,0.1,2.7,8.3,9546.96,5687904,0.0016784671471248458,< $1
Luminous,LUM,5.7,21.5,53.4,2.3,685664.0,5686458,0.12057839871498216,$1-$100
Arkadiko,DIKO,0.07475,0.5,6.1,20.5,2063.93,5683405,0.000363150259395556,< $1
Hera Finance,HERA,1.34,0.4,5.7,7.7,68876.51,5684394,0.0121167726937999,$1-$100
Panther Protocol,ZKP,0.0169,0.6,0.3,1.0,121601.0,5680461,0.021406889335214167,< $1
The Lokie Cabal,CABAL,0.005652,0.1,0.8,10.2,2.54,5676805,4.474347806556681e-07,< $1
KIRA Network,KEX,0.02532,0.1,4.0,20.9,46363.66,5672707,0.00817311029813456,< $1
Dojo token,DOJO,0.008902,0.2,4.5,23.2,13444.0,5670872,0.002370711241586832,< $1
Casper AI,AIAGENT,0.005637,0.7,3.4,24.0,673059.0,5662947,0.11885313424264786,< $1
blinkdotfun,BLINK,0.005665,4.6,26.2,32.8,825170.0,5662611,0.14572252976586242,< $1
CFGI,CFGI,0.0006664,1.4,1.0,69.5,29060.04,5663979,0.005130675802293759,< $1
Byte,BYTE,0.055877,0.3,4.3,10.9,97315.17,5655135,0.017208284152367716,< $1
WHALE,WHALE,0.6174,0.1,0.3,6.8,6818.24,5647721,0.0012072551034302155,< $1
eBTC,EBTC,105204.0,0.2,0.6,0.9,210920.0,5643632,0.037373095907032916,"> $10,000"
Asia Coin,ASIA,0.1128,0.2,4.4,6.9,81.15,5640457,1.4387132106494209e-05,< $1
Mynth,MNT,0.07835,0.1,11.1,34.0,2771.04,5622852,0.000492817523918467,< $1
J3FF by Virtuals,J3FF,0.005619,2.3,14.0,,35837.77,5619250,0.006377678515816167,< $1
Thruster,THRUST,0.05013,0.1,1.0,20.5,77377.53,5620154,0.013767866503302223,< $1
Cellana Finance,CELL,0.01783,0.3,0.1,15.6,6067.58,5609196,0.0010817200896527774,< $1
Shina Inu,SHI,0.063997,1.3,4.4,6.3,15807.44,5598618,0.002823453930952246,< $1
Agents AI,AGENT,0.005593,2.5,10.6,10.1,143981.0,5592783,0.025744070528035862,< $1
Kontos,KOS,0.04025,2.4,8.5,0.7,304865.0,5580024,0.05463506966995124,< $1
Feisty Doge NFT,NFD,9.951e-05,0.0,0.6,7.9,77.81,5577094,1.3951710335167383e-05,< $1
Friend.tech,FRIEND,0.05875,0.0,1.4,1.7,26148.05,5577892,0.004687801413150344,< $1
WaiFU,WAIFU,0.006126,2.2,19.8,,771384.0,5549474,0.1390012819232958,< $1
BIDZ Coin,BIDZ,0.00188,1.3,3.2,17.3,39341.21,5545783,0.007093896389382707,< $1
Paintswap,BRUSH,0.01378,1.0,0.2,23.7,12458.97,5538740,0.0022494231540025346,< $1
Cryptify AI,CRAI,0.007908,0.2,1.1,19.1,54410.52,5535516,0.009829349242238663,< $1
AI Agent Layer,AIFUN,0.01975,3.2,10.8,5.6,2952586.0,5527722,0.5341415505338365,< $1
Saakuru,SKR,0.008033,0.2,1.0,15.1,135062.0,5524793,0.024446526774849302,< $1
SelfieDogCoin,SELFIE,0.005524,0.0,6.2,20.1,406220.0,5524845,0.07352604462206631,< $1
SavePlanetEarth,SPE,0.009367,0.2,1.0,5.9,12278.77,5521912,0.0022236446361332813,< $1
Revain,REV,6.521e-05,0.1,266.4,96.8,130.15,5513918,2.3603905607591553e-05,< $1
KiraKuru,KRA,0.005505,0.2,3.8,18.6,32036.3,5504987,0.0058195051141810145,< $1
Mey Network,MEY,0.06294,0.0,2.5,15.4,2608272.0,5491498,0.47496548300664043,< $1
OPCAT,OPCAT,0.2611,7.4,1.4,6.2,21070.42,5484035,0.0038421381336917067,< $1
Presearch,PRE,0.009278,0.4,3.0,10.4,43824.39,5474234,0.008005574843895968,< $1
SOLA AI,SOLA,0.0055,3.0,4.8,99.5,3778641.0,5474285,0.6902528823398855,< $1
Switch Token,SWITCH,0.000695,0.0,0.8,9.6,5733.51,5469000,0.001048365331870543,< $1
Bytom,BTM,0.003034,0.6,0.9,3.4,55799.16,5462581,0.010214797730230454,< $1
Obyte,GBYTE,6.23,0.8,0.7,12.1,381.07,5451607,6.990048989224644e-05,$1-$100
Dog Wif Nunchucks,NINJA,0.005448,0.3,1.8,23.5,39448.69,5448098,0.0072408187224238625,< $1
SelfKey,KEY,0.0008988,2.0,1.9,8.7,3929132.0,5428119,0.7238478006838096,< $1
CHELON,CHELON,0.005718,0.7,11.4,,23731.31,5429495,0.004370813491862503,< $1
IntentX,INTX,0.1096,0.0,0.7,12.6,29411.25,5421380,0.00542504860386101,< $1
CumRocket,CUMMIES,0.004096,0.2,0.5,8.1,799240.0,5408185,0.14778340607800955,< $1
TrenchBuddy,TRENCH,0.005598,17.6,7.5,16.1,458283.0,5396881,0.08491626923032025,< $1
gAInzy,$GNZ,0.005795,5.9,11.5,53.3,2219276.0,5395043,0.4113546453661259,< $1
Scallop,SCLP,0.09019,3.1,4.6,70.3,6397.04,5380798,0.0011888645513174812,< $1
PoolTogether,POOL,0.7707,3.0,10.1,15.4,57983.45,5380091,0.010777410642310697,< $1
OBOT,OBOT,0.007356,1.5,10.3,7.1,1392939.0,5379429,0.2589380768851118,< $1
Turbos Finance,TURBOS,0.002884,0.6,1.6,15.8,97997.77,5378320,0.018220888678992696,< $1
High Yield USD (Base),HYUSD,1.07,0.0,0.1,0.2,18362.77,5361644,0.0034248394708787083,$1-$100
World Earn & Play Community,WEPC,0.006701,1.5,1.6,59.8,0.006567,5357786,1.225692851487536e-09,< $1
Ctrl,CTRL,0.02568,3.5,11.6,13.4,1268822.0,5347836,0.2372589585768898,< $1
Tron Bull Coin,TBULL,0.005368,0.5,1.1,6.3,264985.0,5332884,0.049688873787616605,< $1
MSTR2100,MSTR,0.2581,1.2,7.2,29.1,322828.0,5331554,0.060550451144263,< $1
MISATO,MISATO,0.005336,3.7,14.0,5.9,163163.0,5328413,0.03062131257468218,< $1
Bitrock,BROCK,0.05316,0.7,1.9,19.8,474393.0,5324329,0.08909911464900085,< $1
GINGER GANG,GINGER,0.005317,0.1,7.1,3.9,132480.0,5317038,0.024916128114939182,< $1
Rain Coin,RAIN,5.32,0.0,2.4,11.6,53550.56,5315835,0.010073781447317307,$1-$100
eUSD,EUSD,0.9077,,2.8,4.9,74298.85,5312404,0.013985918616129347,< $1
$TRUST ME BROs by Virtuals,TRUST,0.005787,1.6,5.5,37.1,117443.0,5285075,0.02222163356243762,< $1
Redacted,BTRFLY,213.61,0.1,0.3,7.8,1373.89,5275373,0.0002604346649990437,"$100-$1,000"
Flame,FLAME,0.005267,0.1,9.0,48.7,102247.0,5267418,0.01941121817178739,< $1
Adrena,ADX,0.0389,0.0,6.0,4.0,23702.49,5266132,0.004500929714636853,< $1
Nest Protocol,NEST,0.0008265,9.1,10.2,25.1,3588520.0,5265090,0.6815685961683466,< $1
Sonic Snipe Bot,SONIC,1.22,1.2,1.6,34.3,39092.74,5258601,0.007434057080961266,$1-$100
DINO,DINO,0.005391,2.4,0.1,34.8,77509.19,5256840,0.014744445332176745,< $1
Upland,SPARKLET,0.02955,0.1,0.4,8.4,1281919.0,5228960,0.24515754566873718,< $1
Real Smurf Cat,SMURFCAT,5.224e-05,0.0,3.2,26.8,130198.0,5223536,0.024925261355526217,< $1
TPRO Network,TPRO,0.004575,9.0,8.1,21.0,43651.59,5222420,0.008358498550480428,< $1
Passage,PASG,0.004567,0.7,0.6,8.6,34245.56,5217442,0.0065636685563538605,< $1
Everdome,DOME,0.0001928,0.1,3.2,19.9,310771.0,5211210,0.05963509434469154,< $1
Based Chad,CHAD,7.508e-05,1.6,47.0,75.0,128858.0,5212119,0.02472276630675547,< $1
Scratch,$SCRATCH,0.0005213,0.1,0.7,13.2,17570.68,5213096,0.0033704884774805603,< $1
FATCAT,$FATCAT,0.005719,2.7,1.5,43.9,70126.26,5208589,0.013463581019734902,< $1
SHUI CFX,SCFX,0.1644,0.7,0.6,7.6,1325.36,5207085,0.00025453012578054705,< $1
Gigabrain by virtuals,BRAIN,0.005204,1.8,13.1,21.8,69237.95,5203515,0.013305996043059355,< $1
DeepFakeAI,FAKEAI,0.005422,0.3,0.1,5.9,25685.49,5198971,0.004940494955636414,< $1
SpunkySDX,SSDX,1.037e-05,1.9,20.4,12.6,186948.0,5196101,0.03597851542916506,< $1
Etherisc DIP,DIP,0.01353,9.5,7.3,23.6,7927.83,5187958,0.001528121468986449,< $1
Kroma,KRO,0.05735,0.1,6.3,10.4,697227.0,5181137,0.1345702690355418,< $1
Banano,BAN,0.003241,0.1,0.7,8.3,63891.4,5180191,0.012333792325418117,< $1
hehe,HEHE,0.006161,1.5,1.2,23.4,273126.0,5179849,0.05272856409520818,< $1
PLEARN,PLN,0.05721,0.2,1.2,13.7,29288.92,5172357,0.0056625867085353925,< $1
Trust The Process,TRUST,0.005213,10.4,25.0,173.3,3196056.0,5171312,0.6180358098679793,< $1
Welshare Health Token,WEL,0.02106,1.6,5.3,14.7,69930.57,5170797,0.01352413757492317,< $1
Perion,PERC,0.1599,0.3,0.5,8.5,23650.01,5147733,0.004594257316764486,< $1
Crashout,CRASHOUT,0.005144,0.4,3.5,19.1,280578.0,5143909,0.054545677227182676,< $1
Sage Universe,SAGE,0.005135,0.7,7.5,32.6,38639.7,5134649,0.007525285564797125,< $1
CHAISavings,CHAI,0.005133,0.2,11.0,23.4,78043.87,5133242,0.01520362180469964,< $1
Ouroboros,ORX,0.08903,3.0,3.1,13.8,25051.69,5133801,0.004879754785976316,< $1
Carlo,CARLO,0.005124,8.2,50.3,39.9,389273.0,5123554,0.07597714399028486,< $1
Swash,SWASH,0.005152,0.7,1.3,0.6,165107.0,5115290,0.032277153396972603,< $1
Ion,ION,240.1,0.9,2.8,3.3,1237.64,5112795,0.00024206720590205555,"$100-$1,000"
Gala Film,FILM,0.04604,1.1,9.9,36.0,8230.21,5104585,0.0016123171619240348,< $1
DeFinity,DEFX,0.0333,0.8,10.0,30.0,23840.53,5097995,0.004676452213075924,< $1
LiquidDriver,LQDR,0.5002,0.2,3.4,18.7,45727.51,5090723,0.008982517807391996,< $1
Undeads Games,UDS,0.1022,0.9,1.8,7.6,2297.21,5089027,0.0004514045612255545,< $1
Holozone,HOLO,0.00583,2.4,15.6,48.6,2232477.0,5067218,0.44057251927980995,< $1
Verse,VERSE,0.0001866,0.1,1.4,15.2,39809.67,5066340,0.007857678323997204,< $1
Dejitaru Tsuka,TSUKA,0.004998,1.2,2.8,21.7,89236.74,5066540,0.01761295479755415,< $1
ICB Network,ICBX,0.0006332,0.1,1.0,0.5,1525553.0,5062420,0.3013485645205258,< $1
Unisocks,SOCKS,16932.23,0.2,3.8,9.9,7841.62,5062615,0.0015489267898111945,"> $10,000"
Agave,AGVE,50.5,0.1,0.0,2.2,134.8,5050605,2.6689871807436933e-05,$1-$100
Rabbi Schlomo by Virtuals,SHEKEL,0.005046,1.5,25.4,67.3,246135.0,5046072,0.04877754419675343,< $1
Validity,VAL,0.9556,1.5,5.0,0.1,437706.0,5037111,0.08689623873684738,< $1
Reboot,GG,0.03056,0.7,2.7,6.0,171128.0,5029355,0.034025834326668135,< $1
Nolus,NLS,0.01054,0.2,0.6,4.7,18418.56,5019325,0.0036695292693738704,< $1
Unibot,UNIBOT,5.01,0.7,1.5,7.7,681325.0,5012475,0.13592586496690756,$1-$100
Contango,TANGO,0.04734,0.2,1.4,15.5,5061.87,5014549,0.0010094367409711222,< $1
Bitcoin 2,BTC2,0.279,0.0,0.1,2.5,1392.04,5011769,0.00027775422211199276,< $1
Rubic,RBC,0.02534,0.2,8.1,25.0,461241.0,5007117,0.09211708054754862,< $1
VLaunch,VPAD,0.01102,0.4,0.8,1.7,120988.0,4988032,0.02425565834381175,< $1
Department of Gov Efficiency,DOGE,0.5025,1.0,8.0,68.7,964925.0,4977121,0.19387212004691065,< $1
OctonetAI,OCTO,0.04962,1.4,0.4,5.4,60478.09,4962133,0.012187922008539472,< $1
f(x) Protocol,FXN,76.36,0.0,5.1,25.5,99021.52,4961312,0.01995873672125438,$1-$100
Utility Web3Shot,UW3S,0.2007,0.0,0.0,9.3,7118.01,4957638,0.0014357663871383914,< $1
WHISKEY,WHISKEY,0.004965,0.8,0.9,12.3,8627.53,4952758,0.001741964780027613,< $1
Warped Games,WARPED,0.0008067,0.9,4.3,11.7,21935.26,4950592,0.00443083574651274,< $1
JailbreakMe,JAIL,0.004886,4.0,3.6,11.7,2059461.0,4947990,0.41622173852412797,< $1
TLX,TLX,0.08417,1.6,0.0,15.9,283.38,4946806,5.728544842874372e-05,< $1
Youves YOU Governance,YOU,1.21,,,,1.77,4890999,3.6188925820675897e-07,$1-$100
HUSD,HUSD,0.02637,0.5,4.9,3.6,1.54,4936983,3.1193139615834206e-07,< $1
Hydra,HYDRA,0.3376,2.0,3.8,14.7,147809.0,4931948,0.029969699599428055,< $1
Carnomaly,CARR,0.002818,1.0,3.2,6.9,44097.26,4930652,0.008943494694008014,< $1
CYPHER•GENESIS (Runes),CYPHER,0.004931,1.0,24.6,11.1,27573.44,4931246,0.005591576652229477,< $1
MagicCraft,MCRT,0.0009755,1.1,0.6,3.4,74580.49,4928739,0.015131758853532315,< $1
Fjord Foundry,FJO,0.4669,0.2,3.3,19.0,633812.0,4926102,0.12866400249121923,< $1
Sallar,ALL,0.001893,0.8,7.6,44.5,249714.0,4921154,0.050742976139336426,< $1
H4CK Terminal by Virtuals,H4CK,0.004967,4.1,3.2,49.1,152354.0,4919579,0.030968910144546922,< $1
Badmad Robots,METAL,0.006828,2.1,17.0,17.5,77024.07,4911164,0.01568346526403924,< $1
Lovely Inu Finance,LOVELY,0.001646,0.1,0.6,25.8,391322.0,4903623,0.07980262756741291,< $1
ZAYA AI,ZAI,0.3308,0.0,10.5,55.5,203838.0,4883109,0.04174348760185365,< $1
Snake,SNK,0.05849,0.0,0.0,0.1,9021.57,4884960,0.001846805296256264,< $1
Saber,SBR,0.002168,1.6,6.2,16.5,286230.0,4879269,0.05866247587497225,< $1
EXODAS,EXO,0.004864,13.4,14.7,27.5,543132.0,4863862,0.11166681949446756,< $1
NeoTech,NEOT,0.01944,0.3,0.8,29.0,337206.0,4859458,0.06939168936124152,< $1
Alltoscan,ATS,0.0775,0.8,2.6,4.2,160502.0,4859616,0.03302771247769371,< $1
Wrapped MistCoin,WMC,10.62,0.2,2.6,16.1,17687.96,4856020,0.003642480879403297,$1-$100
Wexo,WEXO,0.09314,0.4,4.8,26.1,260838.0,4840133,0.05389066788040742,< $1
CryoDAO,CRYO,1.63,0.1,4.8,30.6,12002.95,4842443,0.0024786972195645876,$1-$100
Omira,OMIRA,0.04834,2.3,13.8,68.9,58266.18,4834200,0.01205291051259774,< $1
Sylo,SYLO,0.0008245,0.1,1.5,11.7,647450.0,4817360,0.1343993390570769,< $1
SUI Agents,SUIAI,0.07143,0.4,3.3,38.9,306390.0,4813232,0.06365577225448514,< $1
Augur,REP,0.598,0.3,2.6,5.3,56647.88,4805199,0.01178887284376776,< $1
QVRS,QVRS,0.07988,0.0,5.2,9.6,80.06,4792989,1.670356431028738e-05,< $1
Ben the Dog,BENDOG,0.004774,0.0,7.8,35.6,992999.0,4785291,0.20751068221347457,< $1
Guanciale by Virtuals,GUAN,0.004814,0.7,0.9,19.6,243590.0,4780796,0.05095176619123677,< $1
Talken,TALK,0.02357,0.4,4.6,11.5,577887.0,4778621,0.12093174997556827,< $1
Mirror Protocol,MIR,0.03061,0.2,15.2,9.3,149218.0,4777224,0.031235294807193465,< $1
ValleyDAO,GROW,0.749,10.6,3.4,21.7,68067.68,4769323,0.014271979482203238,< $1
Dvision Network,DVI,0.01936,3.2,10.3,28.2,2007870.0,4763000,0.42155574217929875,< $1
Shark Cat,SC,0.004789,1.0,1.8,38.7,669568.0,4760744,0.14064356327498392,< $1
Oxbull,OXI,0.3969,0.1,1.2,11.9,406.81,4753460,8.558187088983604e-05,< $1
Bifrost Voucher MANTA,VMANTA,0.8085,0.8,1.2,11.8,9884.34,4747683,0.002081929227372594,< $1
1000x by Virtuals,1000X,0.004783,3.3,11.8,33.0,34067.79,4746555,0.007177371799125892,< $1
Gamium,GMM,9.67e-05,0.3,7.3,4.3,127258.0,4739976,0.026847815263199643,< $1
Domi,DOMI,0.01064,0.5,1.7,14.2,19284.33,4737904,0.00407022387958895,< $1
Liquina,LQNA,4.43,0.9,6.3,40.3,332033.0,4733270,0.0701487555115174,$1-$100
Forgotten Playland,FP,0.001398,0.2,1.5,12.6,319892.0,4729975,0.06763080143129721,< $1
OSCAR,OSCAR,0.005269,0.6,26.3,49.3,857277.0,4711387,0.18195851879711855,< $1
MoonPrime Games,LUNAR,0.005198,0.4,16.5,15.4,33970.83,4698467,0.007230194444272994,< $1
Arsenal Fan Token,AFC,0.7545,0.0,0.2,2.8,473978.0,4696746,0.10091625137914632,< $1
Xend Finance,RWA,0.03707,1.0,1.1,13.7,11986.22,4691869,0.002554679169431201,< $1
BVM,BVM,0.189,0.3,4.8,18.7,26608.47,4690855,0.005672413664459891,< $1
Sommelier,SOMM,0.01507,0.0,0.6,12.6,7739.1,4683808,0.0016523094029473454,< $1
Shifu,SHIFU,5.17e-05,1.6,0.7,8.6,55612.84,4680899,0.011880803238865012,< $1
Anon,ANON,0.0047,13.9,0.5,21.1,2918737.0,4676336,0.6241504032216676,< $1
Anzen Finance,ANZ,0.005487,0.4,11.0,21.6,158730.0,4672736,0.033969391808139814,< $1
Eigenpie,EGP,2.02,1.4,3.0,13.9,2425899.0,4671173,0.5193340088239078,$1-$100
Xpense,XPE,0.2239,0.1,1.8,11.3,14008.89,4663848,0.0030037192464248403,< $1
BitBonk,BBONK,1.552e-05,5.9,4.1,25.7,1659.54,4657129,0.0003563440050726531,< $1
NOTAI,NOTAI,4.877e-05,5.4,3.2,1.0,1473785.0,4652870,0.3167475128254174,< $1
SENTAI,SENTAI,0.004577,0.2,18.0,15.6,499499.0,4643529,0.10756883396227308,< $1
Balanced,BALN,0.1769,0.0,1.9,10.4,3666.94,4633331,0.0007914262978405816,< $1
BobaCat,PSPS,0.008023,0.4,4.3,27.8,36101.39,4630681,0.007796129770113726,< $1
TON Community,TON,0.01725,1.3,3.5,4.9,4006.93,4625473,0.0008662746491007514,< $1
Seal,SEAL,0.2203,2.2,6.5,21.9,524897.0,4624662,0.11349953791217607,< $1
Fei USD,FEI,0.9986,0.0,2.2,1.4,6606.29,4623764,0.0014287688558499094,< $1
HERBCOIN,HERB,0.05007,0.4,8.5,35.2,6490.48,4624417,0.001403523946910497,< $1
Qumva Network,QMV,1.544e-05,,,,47.51,4470664,1.0627056741459433e-05,< $1
Dagger,XDAG,0.003642,0.1,1.1,6.5,290138.0,4607913,0.06296516448986776,< $1
Kimbo,KIMBO,6.638e-05,1.7,16.6,0.5,192527.0,4607786,0.04178297342801944,< $1
Solchat,CHAT,0.511,0.0,2.0,12.6,140192.0,4595061,0.03050927941979443,< $1
FlowerAI,FLOWER,0.004568,0.0,41.2,179.2,617157.0,4586827,0.13454987510974362,< $1
Orbofi AI,OBI,0.005467,0.8,1.3,19.2,167943.0,4583696,0.03663920993015243,< $1
LocalCoinSwap,LCS,0.1201,,,,840.82,4594706,0.00018299756284732908,< $1
Hasbulla's Cat,BARSIK,0.004569,0.2,2.0,44.3,702388.0,4566683,0.15380704112810106,< $1
VOI Network,VOI,0.00245,0.0,3.1,8.3,6461.66,4563483,0.0014159491774155836,< $1
Young Peezy AKA Pepe,PEEZY,0.004561,5.6,26.7,68.4,58991.78,4560642,0.012934972751643299,< $1
Crypto Asset Governance Alliance,CAGA,7.304e-05,0.0,0.5,1.8,571590.0,4555998,0.12545879080719527,< $1
Permission Coin,ASK,0.0002073,0.8,4.7,11.6,11106.64,4554564,0.002438573703212865,< $1
Vai,VAI,0.9976,0.0,0.1,0.5,217647.0,4550422,0.047830069386971145,< $1
OraiDEX,ORAIX,0.008424,0.1,4.0,16.9,188915.0,4547687,0.041540897603550994,< $1
Ferro,FER,0.003292,0.2,0.4,5.1,6629.84,4531994,0.001462896905865277,< $1
Cogito Finance,CGV,0.02204,5.2,3.2,19.2,40871.63,4526103,0.009030203245485133,< $1
Based Turbo,TURBO,6.567e-05,6.3,142.8,52.0,637237.0,4524398,0.14084459413163916,< $1
Gamer Arena,GAU,0.01437,1.1,8.3,45.3,198093.0,4515658,0.043868025435052874,< $1
LEGIT,LEGIT,0.004532,0.2,0.9,39.8,472248.0,4511189,0.10468370977141503,< $1
Neighbourhoods,NHT,0.0004891,0.0,0.3,0.7,39792.23,4509864,0.008823376935535086,< $1
CHONKY,CHONKY,0.05901,1.1,2.0,8.5,372230.0,4504820,0.08262927264574389,< $1
YUKO,YUKO,0.004998,,,,201.69,4998350,4.03513159342583e-05,< $1
Grin,GRIN,0.0237,0.3,6.4,12.3,9233.72,4499164,0.0020523190530507443,< $1
POOH,POOH,0.071064,0.1,2.9,2.0,598233.0,4497073,0.13302719346561642,< $1
Calaxy,CLXY,0.04881,0.2,0.0,9.1,6451.32,4496054,0.0014348849012934452,< $1
Yield Yak,YAK,447.86,0.3,0.1,5.5,6633.69,4488548,0.0014779144614249418,"$100-$1,000"
Weirdo,WEIRDO,6.458e-05,12.6,68.0,69.3,139567.0,4483186,0.031131208921512513,< $1
Optimus AI,OPTI,0.0449,0.1,9.0,18.5,62621.62,4475890,0.01399087555771031,< $1
Kima Network,KIMA,0.4237,0.3,1.7,11.1,1043272.0,4474635,0.23315242472291037,< $1
Cortensor,COR,0.008853,1.3,4.8,69.2,31525.65,4474984,0.007044863177164433,< $1
MongCoin,MONG,0.086483,0.1,2.4,16.2,1310815.0,4472518,0.29308210721566685,< $1
Xido Finance,XIDO,0.1579,3.7,6.8,87.0,167.44,4473462,3.742962385731677e-05,< $1
Trakx,TRKX,0.006273,0.0,2.0,13.4,1200867.0,4468281,0.26875368849899994,< $1
EYWA,EYWA,0.08718,0.0,0.5,23.6,2742741.0,4466927,0.6140107057939385,< $1
Synthesizer Dog,SYNDOG,0.004657,21.5,26.4,133.4,160400.0,4467334,0.03590508343454955,< $1
nuco.cloud,NCDT,0.1283,1.7,0.4,15.1,176574.0,4461070,0.039581087048622864,< $1
tGOLD,TXAU,53.59,,,0.0,0.0,5004980,0.0,$1-$100
Salvator Mundi,MUNDI,0.004423,1.8,45.7,199.6,1140155.0,4454437,0.25595939509302745,< $1
Catana,CATANA,0.004422,0.1,13.2,58.2,439251.0,4444871,0.09882199055945605,< $1
Hydranet,HDN,0.02766,0.0,0.6,5.6,5806.22,4443421,0.0013067004004347102,< $1
GemHUB,GHUB,0.02628,2.7,5.8,0.2,83689.33,4437141,0.01886109321294951,< $1
Mystery,MYSTERY,0.071052,1.9,1.7,32.1,366462.0,4418084,0.0829459104897055,< $1
Dog Food Token,OISHII,0.01783,,,,32.04,4457435,7.18799040255214e-06,< $1
Lock In on Base,$LOCKIN,0.004395,0.1,5.0,10.2,8865.59,4394759,0.0020173097091330835,< $1
Normilio,NORMILIO,0.004839,6.4,95.9,51.5,217124.0,4394840,0.049404301408014856,< $1
Bird Dog,BIRDDOG,1.044e-05,0.2,18.3,19.2,91617.36,4394828,0.020846631540529004,< $1
Abelian,ABEL,0.03934,1.3,3.0,0.0,29248.26,4391555,0.006660114697413558,< $1
Chirp Token,CHIRP,0.1174,2.7,12.9,,1600644.0,4385240,0.3650071603834682,< $1
Qudefi,QUDEFI,0.04382,0.2,0.4,16.6,624.27,4386374,0.00014232028550233063,< $1
Refund,RFD,0.054383,1.2,0.8,1.2,172128.0,4383452,0.0392676821829006,< $1
