Coin,Price,1h,24h,7d,24h Volume,Market Cap
"PROOF Platform
PROOF",0.09803,0.2,0.1,32.9,7908.82,895751
"Ponder One
PNDR",0.037,0.5,1.7,9.6,254486.0,893448
"ASSCOIN
ASSCOIN",0.0008942,11.9,5.2,28.6,216712.0,893062
"sqrFUND
SQR",0.0008115,1.4,18.9,14.0,30167.47,892664
"EverETH Reflect
EVERETH",0.082355,0.1,1.3,5.4,485.0,890725
"Jim
JIM",0.053887,0.3,1.1,7.0,217.47,889604
"Revenue Coin
RVC",0.001031,0.2,5.7,13.3,2513.9,888922
"Justice for Zachxbt
ZACHXBT",0.0008871,0.7,25.0,,787808.0,887033
"Edog
EDOG",0.0008842,0.5,11.3,9.7,5490.71,885775
"GIGAICHAD
$GIGAI",0.0008841,0.2,10.4,25.3,32185.98,884502
"Kekius Maximus
KM",0.0008844,3.7,9.7,38.8,2048522.0,884201
"Decentrawood
DEOD",0.003136,0.2,7.9,30.5,179163.0,883400
"717ai by Virtuals
WIRE",0.0008874,3.7,4.9,53.4,39254.77,882922
"Subsocial
SUB",0.001044,0.3,0.4,3.9,1162.83,882995
"LUCI
LUCI",0.0008851,1.1,50.6,115.7,569295.0,882957
"Dagknight Dog
DOGK",0.0002591,0.7,16.2,1.2,21901.65,882033
"sentient memes producer
MEMETIC",0.0009479,2.1,3.5,22.4,57661.84,881900
"All Your Base
AYB",0.064428,5.2,41.0,15.0,14031.68,880867
"ANARCHO•CATBUS
🖕",0.04197,,0.2,137.5,29.38,881402
"BlueSparrow
BLUESPARROW",0.02016,0.3,0.4,0.7,816.15,878945
"Long
LONG",0.051168,0.3,7.0,12.7,11959.79,878634
"Strong
STRONG",2.19,0.2,1.1,0.4,79.61,877409
"Baby Grok
BABYGROK",0.0112078,1.4,3.7,8.7,10971.08,873071
"Coldstack
CLS",0.04802,0.5,2.8,21.3,47312.08,873006
"dexie bucks
DBX",0.09338,0.6,4.7,14.9,1084.23,872489
"Citadel by Virtuals
CITDEL",0.0008727,1.9,27.8,,47937.51,872502
"Metavault Trade
MVX",0.3465,2.6,13.5,25.2,61019.76,870585
"Tigres Fan Token
TIGRES",0.7002,0.0,0.3,10.3,4846.36,870266
"Shiba Classic
SHIBC",0.081447,0.0,1.1,11.4,112097.0,867933
"KITTY•ON•OPNET
KITTY",0.0724,,,,144.28,1520419
"Shitcats
SHATS",0.083173,0.3,9.9,15.5,24464.74,864498
"SPX6900 2.0
SPX2.0",0.0008843,1.5,23.9,2.5,30032.41,864541
"STEPN Green Satoshi Token on BSC
GST-BSC",0.004107,1.2,2.3,8.3,8561.28,864670
"Groyper
GROYPER",0.00929,0.2,2.7,4.4,501.01,864251
"Vaultka
VKA",0.02151,0.2,3.0,7.5,2336.57,863817
"VYPER.WIN
VYPER",0.001446,0.4,1.3,28.1,18813.11,863411
"Ariva
ARV",1.189e-05,2.1,5.4,16.4,19243.06,863046
"GorplesCoin
GORPLES",0.001497,0.1,3.2,5.2,2442.37,861807
"Chain-key USDT
CKUSDT",0.9925,0.6,1.8,0.4,2646.79,862050
"INFERNO
INF",0.062895,0.2,11.6,21.9,23913.17,860606
"GCoin
GC",0.008609,0.1,1.8,11.5,2230.02,860722
"Druid AI
DRU",0.000859,1.1,23.4,30.4,392390.0,858891
"DOGMI
DOGMI",4.059e-05,0.5,3.0,24.5,2443.66,858766
"Wild Goat Coin
WGC",0.0001726,8.0,25.7,34.8,20817.09,858680
"Luna Inu
LINU",0.081146,0.3,3.0,11.6,3267.84,858233
"Nabox
NABOX",0.054105,0.0,1.0,3.2,17152.79,857760
"Cerebro
CRX",0.08565,3.1,17.6,0.8,12836.51,856515
"CryptoGPT
CRGPT",0.04736,1.4,1.4,4.9,27640.8,855584
"WEWECOIN
WEWE",0.058557,1.2,4.7,19.6,5344.29,855662
"Hero Blaze: Three Kingdoms
MUDOL2",0.002152,0.9,0.3,36.5,51363.5,855491
"VIKITA
VIKITA",0.0008551,2.8,7.9,12.2,3149.62,855121
"Wrapped eHMND
WEHMND",0.07001,0.0,0.7,9.8,4970.45,854676
"YieldBricks
YBR",0.02832,0.4,6.6,37.0,39955.37,854345
"Plant
PLANT",0.0008534,1.3,4.7,43.2,119137.0,853589
"Hop Protocol
HOP",0.01135,0.2,2.8,1.5,84177.6,853602
"Shroom
SHROOM",0.0006007,0.3,0.6,10.1,487.71,853376
"Metaverser
MTVT",0.001464,0.1,1.5,0.1,789.63,853398
"Kava Swap
SWP",0.00372,0.0,0.0,13.1,129910.0,850890
"VCGamers
VCG",0.008508,0.1,0.6,1.6,68.86,850803
"TrainingDietMax
TDM",0.008934,0.3,4.7,42.4,42524.59,848434
"YAY Network
YAY",0.001349,0.3,1.4,32.8,41059.52,846961
"MEME (Ordinals)
MEME",8.46,0.0,5.2,12.3,212885.0,845885
"Galvan
IZE",0.0001346,0.2,2.4,2.4,675.71,845420
"BHNetwork
BHAT",0.004694,0.4,3.4,21.4,3428.08,844225
"Gomu Gator
GOMU",0.001122,1.9,7.3,17.0,60497.88,844320
"LoungeM
LZM",0.008954,0.8,0.8,5.4,5009.23,843933
"The Rug Game
TRG",0.061601,0.0,0.0,8.0,38.04,843104
"NutCoin
NUT",0.074014,0.1,0.6,10.5,180805.0,842732
"ANARCHY
ANARCHY",0.001957,5.6,45.3,25.6,82154.59,841898
"Possum
PSM",0.0002503,0.2,3.1,26.0,57.91,841786
"Amulet Staked SOL
AMTSOL",271.63,,,,814.9,816029
"Changer
CNG",0.0201,0.0,0.1,5.9,437.08,840589
"Eye Future by Virtuals
EYE",0.0008394,8.5,32.6,65.4,117761.0,839409
"Stargate
STARGATE",0.0008385,5.5,35.8,,1081314.0,839334
"markkacy
KACY",0.0008391,2.9,7.7,58.3,530953.0,838843
"BRAZA by Virtuals
BRAZA",0.0008371,0.7,21.4,33.6,20115.76,837057
"Pochita
POCHITA",0.0008412,1.0,10.4,27.5,1346287.0,836613
"ZeroSwap
ZEE",0.01126,7.2,8.7,2.0,450472.0,836048
"Bnacoin
BNA",0.005762,,,,18.87,1152426
"neversol
NEVER",1.051e-05,1.1,5.4,24.4,288180.0,834493
"Metal Dollar
XMD",0.9974,0.6,0.5,0.2,8273801.0,834405
"Ooki
OOKI",9.317e-05,0.7,0.3,24.2,131842.0,833979
"Aura Network [OLD]
AURA",0.0205,0.3,0.3,1.6,27.57,832454
"daCat
DACAT",0.08206,0.1,0.7,10.6,267.89,830547
"Agent DORA
AD",0.0008303,6.9,45.7,,383520.0,830226
"CLever
CLEV",7.27,0.2,8.0,28.0,1855.86,829722
"Auto
AUTO",10.84,0.5,0.2,7.8,10864.95,829145
"Chill Drone
CHONE",0.0008309,0.3,5.6,16.5,12315.34,827875
"Battle World
BWO",0.001164,,,,29146.14,862628
"The Pea Guy by Virtuals
PEAGUY",0.0008885,0.3,7.6,16.6,1797.88,827167
"Sui Universe
SU",8.361e-05,9.3,1.5,13.0,16855.26,827144
"Prophet of Ethereum
PROPHET",0.0008249,0.2,1.9,5.9,1468.48,824852
"Bankless BED Index
BED",155.83,,,,158.63,829464
"History of Pepe
HOPE",0.0008238,0.5,2.5,6.7,1822.69,823793
"Tamadoge
TAMA",0.0007848,2.1,6.1,7.6,234776.0,823585
"Super Suiyan
SUIYAN",8.264e-05,1.1,5.5,2.9,5983.96,823216
"Ethane
C2H6",0.8219,0.3,1.4,8.5,59.82,821869
"Sandclock
QUARTZ",0.1126,,,,137.82,825505
"Nominex
NMX",0.004401,0.0,0.2,2.7,197.59,821599
"Shopping.io
SHOP",0.008241,0.2,32.6,58.6,23688.0,821172
"TenX
PAY",0.006946,0.0,6.2,12.7,3313.9,820751
"Pyth USDC
PYTHUSDC",1.03,0.0,0.0,0.1,0.0,820475
"Spore
SPORE",0.0102655,0.8,15.3,30.0,2742.05,819182
"DefiPlaza
DFP2",0.01231,0.6,12.1,9.3,40140.96,818399
"Bistroo
BIST",0.01611,0.0,2.5,3.0,98.1,818117
"Omni
OMNI",1.32,0.0,2.1,3.2,794.09,816920
"DChef
DCHEFSOL",0.0008169,0.1,2.3,15.4,25211.71,816896
"Aimbot AI
AIMBOT",0.8154,0.3,0.1,14.5,1131.0,815445
"USDFI
USDFI",0.8147,0.7,1.4,1.0,1910.01,815112
"NUSA
NUSA",9.12,0.1,0.2,2.1,34.39,811932
"Frencoin
FREN",0.052,0.5,5.4,13.6,16080.1,811434
"Naked Jim
$JIM",0.0008105,0.9,8.6,22.8,24352.96,810494
"RelictumPro Genesis Token
GTN",0.0001619,0.1,0.7,12.0,20225.8,809261
"MomoAI
MTOS",0.001602,5.5,1.0,33.2,657534.0,809167
"Gunstar Metaverse
GSTS",0.002401,0.0,0.7,2.3,24923.32,808949
"QUBI Tokenized RWA
$QBIT",0.0008057,0.5,13.3,20.3,17148.67,808321
"Bware
INFRA",0.1713,0.0,0.7,5.7,65067.76,807955
"Cryowar
CWAR",0.002832,0.1,4.7,7.4,22559.16,806529
"Xfinite Entertainment
XET",0.0003448,0.4,0.4,1.2,101.35,803277
"YAM
YAM",0.05426,0.1,7.1,2.9,73.63,802713
"Flourishing AI
AI",0.03385,0.2,0.2,27.9,12428.03,802299
"GodsDotFun
GODS",0.001001,1.4,23.5,,83504.86,801555
"DackieSwap
DACKIE",0.0125,0.4,2.2,21.7,8575.69,801842
"LEOONO by Virtuals
LEO",0.0007978,1.3,17.4,14.9,24854.85,797828
"ARTH
ARTH",1.81,0.1,0.0,112.7,47.12,798064
"Cosanta
COSA",3.11,0.0,0.3,1.6,8551.33,797723
"Look bro
LOOK",0.0007975,1.4,1.1,19.1,26490.59,797253
"Living the Dream
LTD",0.056424,0.2,4.5,10.2,128095.0,795221
"Belt
BELT",0.05533,0.1,0.5,4.1,313.22,795054
"SolMail
MAIL",0.0007926,0.7,9.4,2.6,16477.37,794643
"qAI
QAI",0.0007941,10.9,32.0,,174124.0,794072
"Based Monsta
MONSTA",8.463e-05,4.2,1.1,2.6,10690.81,792620
"HOLD
EARN",0.001863,2.1,3.6,11.6,2175.82,792052
"Maia
MAIA",2.51,1.0,10.9,27.2,1948.22,791260
"Triad
TRD",0.07004,0.6,6.1,14.3,13266.38,791219
"Dope Wars Paper
PAPER",0.0008614,,,,9.95,781894
"UCX
UCX",0.01764,0.2,0.3,10.2,65987.92,787397
"HIVE
HIVE",0.000787,4.4,51.1,72.4,219468.0,786938
"VIX777
VIX",0.000786,0.2,8.1,15.4,3394.53,786030
"Prisma mkUSD
MKUSD",0.9987,0.7,1.4,1.2,81120.59,785671
"Aragon Protocol
ARG",0.7836,3.8,3.3,21.1,5288.77,783812
"sEUR
SEUR",0.7878,0.0,0.9,11.4,1085.99,783815
"CryptoZoon
ZOON",0.0009581,0.0,0.5,3.7,63449.0,782503
"My DeFi Pet
DPET",0.01697,0.3,7.5,10.3,10635.44,782584
"Honest
HNST",0.005754,1.1,5.1,0.4,38789.12,782349
"Karlsen
KLS",0.0004653,0.4,1.6,14.1,97176.37,781688
"JustAnEgg
EGG",0.001956,0.2,7.2,15.0,25574.95,781335
"Juice Finance
JUICE",0.00145,0.0,6.1,16.7,203937.0,781354
"Giddy
GIDDY",0.0007807,0.1,0.0,44.4,205.06,780711
"CodeCraft AI
CRAFT",0.0008008,3.9,2.1,2.2,309142.0,780764
"CryptoBoomCoin Official
CBC",8.781e-05,0.0,0.4,0.3,231.95,780151
"LandRocker
LRT",0.0003406,1.1,7.4,30.8,39766.86,779980
"Polkagold
PGOLD",0.07784,0.1,1.1,7.5,2141.22,778360
"ABDS Token
ABDS",0.1049,0.5,0.7,8.9,413987.0,778255
"Junkcoin
JKC",0.05255,0.0,1.4,9.6,115415.0,777864
"BSCS
BSCS",0.003139,0.0,1.1,18.7,2988.39,777510
"Chillax
CHILLAX",0.0007767,3.6,6.8,57.9,1558503.0,776728
"Spintop
SPIN",0.002564,0.1,2.0,9.9,1671.19,776272
"Unistake
UNISTAKE",0.004874,,0.7,0.8,240.69,776260
"Super Useless Token
SUT",0.02271,2.0,2.7,32.4,1428.27,774786
"MindCoin
MIND",1.027e-05,0.8,1.4,3.3,8657.25,772645
"SafeMoon Inu
SMI",0.067719,0.3,1.4,5.2,1517.49,771875
"dnd10-M1a0Shan
DND10",0.0008572,0.1,1.3,25.6,2729.13,771501
"TheStandard Token
TST",0.005984,1.1,18.5,2.8,17737.71,771084
"PacMoon
PAC",0.0007898,0.2,1.0,4.2,14.82,770093
"Fairfun
FAIR",7.755e-05,,,,0.0,775477
"CVI
GOVI",0.04982,0.2,0.3,2.0,789.79,769172
"Leonardo AI
LEONAI",0.0007634,4.2,0.8,22.9,39989.75,769052
"DEXAI
DEXAI",0.0007245,6.4,30.0,,1206626.0,767923
"Covenant
COVN",0.00713,3.7,34.8,33.0,1173.08,768002
"COMDEX
CMDX",0.004184,0.0,0.8,8.9,58.48,766833
"MOO MOO
MOOMOO",0.0007652,0.5,1.5,74.1,56027.96,766821
"KEK
KEKE",0.071003,24.9,20.9,19.6,133319.0,765294
"OMEGA
OMEGA",0.0007817,0.5,0.7,21.1,805.84,765133
"Midnight
NIGHT",0.00123,1.4,16.3,12.5,74246.64,765053
"Brillion
DUA",0.003751,0.0,25.0,31.8,659.91,764595
"CSI888
CSI",0.00086,0.4,0.4,30.2,65540.46,762613
"Aleph.im (Wormhole)
ALEPH",0.1132,0.5,2.5,11.7,13013.63,762648
"Curio Gas Token
CGT",0.007627,0.1,6.7,0.9,1357.44,762732
"WEB3 DECISION
WEB3D",0.0586,0.4,7.2,22.7,3946.92,762682
"SHUI
SHUI",0.0381,0.7,1.0,9.7,382.46,762032
"Gravity Finance [OLD]
GFI",0.001445,0.0,0.2,42.5,77.04,758636
"Joi
JOI",0.0007513,2.3,1.7,33.1,115727.0,758497
"Mirrored Ether
METH",3.31,0.1,0.8,1.8,59533.77,758162
"E.D.A.S Token
EDAS",0.0007565,0.1,25.5,,129136.0,756493
"Cybertrader AI
CYB",0.0007756,1.5,204.3,,1103679.0,756209
"Melon Dog
MELON",0.001853,9.7,19.3,47.2,69049.48,755023
"Saitoshi by Virtuals
SAI",0.0007537,0.2,15.2,,5773.05,753727
"The Three Kingdoms
TTK",0.0009124,0.1,101.0,23.1,93.88,752468
"Wicrypt
WNT",0.01784,0.1,0.7,5.4,35469.05,752388
"@DOGE
@DOGE",0.0007536,0.9,4.0,58.4,157168.0,751785
"AngelBlock
THOL",0.003797,0.3,3.6,9.4,47370.52,751898
"Victorai by Virtuals
VCTRAI",0.0007501,0.8,15.9,15.6,42453.37,750085
"PolyPad
POLYPAD",0.0006803,0.8,1.1,5.4,798.19,748356
"BAMK•OF•NAKAMOTO•DOLLAR
🏦",0.0003148,,,,368.51,750099
"The Professor
LAB",0.0007479,0.7,33.4,83.2,34295.51,747664
"MetAIverse
METAIVERSE",0.0007756,1.0,19.6,39.9,223370.0,747466
"Battle.tech by Virtuals
BTA",0.001067,1.8,11.5,20.2,44011.91,746871
"Aston Villa Fan Token
AVL",0.45,0.0,1.9,10.6,17539.13,746198
"Etherland
ELAND",0.01826,1.9,5.9,10.4,30779.56,746362
"AI Trader Agent
AIT",0.0008768,2.3,21.6,2.5,58225.85,745697
"Cat-Dog
CATDOG",0.058566,0.5,3.7,21.9,158647.0,745797
"Nova on Mars
NOVA",0.0007457,2.7,2.5,12.0,35292.26,745657
"BEATS on BASE
BEATS",0.001603,12.1,10.5,26.6,62842.09,745432
"Cheems
CHEEMS",0.0003051,1.1,5.0,16.1,6655.86,745348
"StarShip
STARSHIP",0.03963,0.1,1.3,5.1,376.71,745044
"EpiK Protocol
AIEPK",0.004787,0.5,5.7,11.5,56676.45,744424
"GAIM Studio
GAIM",0.0007426,1.2,0.3,49.6,32130.0,743152
"FATGF
FATGF",0.0007575,0.4,1.5,25.3,29800.08,743384
"Uranus
URS",0.0007452,0.7,12.7,3.8,16460.16,742656
"BlockInsightAI
BIAI",0.007422,0.2,0.2,22.3,7191.72,742185
"Merge
MERGE",0.008232,0.1,0.5,4.5,22.62,740709
"Zclassic
ZCL",0.07974,0.1,8.3,5.9,305.64,740581
"Nostra Staked STRK
NSTSTRK",0.3769,0.1,1.7,10.4,1489.89,740518
"Rentible
RNB",0.07403,0.2,6.7,33.6,2524.83,740298
"Zerebro Token Of Transformation
GAYCOIN",0.0007374,0.1,8.5,16.8,44541.22,739765
"Pepe on Doge
PODGE",0.0007391,0.1,2.5,3.2,3330.36,739053
"DarkFandom
DFAI",0.0007353,0.4,7.8,,2679.54,737812
"Pingu.Land
PINGU",0.0007463,0.2,9.1,43.9,2974.87,738037
"Lumos
LUMOS",0.065784,0.7,3.6,31.0,9051.52,737208
"Donut
DONUT",0.003295,0.0,0.1,2.9,61.21,736764
"GG
GGTK",0.02059,0.2,0.8,1.6,424.78,737136
"Defi-Ira
IRA",0.003347,0.2,0.9,31.4,577.75,736647
"Don't Buy Inu
DBI",0.0005172,0.2,8.7,24.5,4549.42,736045
"Magnify Cash
MAG",0.0009407,3.7,5.9,9.8,1153.72,735846
"Gyoza
GYOZA",0.0007433,,,,753.85,733485
"MoonEdge
MOONED",0.003938,0.0,0.2,3.6,116.15,734300
"Kittekoin
KOIN",0.001415,,,,1476.97,735325
"HarryPotterObamaPacMan8Inu
XRP",0.008691,0.8,10.9,22.0,9858.45,734128
"Preprints.io
PRNT",0.02398,0.1,11.2,22.4,3438.79,733648
"Universal USDC
UUSDC",2.03,0.0,0.0,0.0,0.0,733421
"Wat
WAT",0.051755,1.2,5.2,15.5,732380.0,732989
"Andyman
ANDYMAN",0.0007604,0.2,1.2,18.4,17403.56,732614
"SmartCredit
SMARTCREDIT",0.3551,,,,1038.78,733038
"pNetwork
PNT",0.00832,0.1,111.8,111.8,17.24,731536
"MetaDeck
MD",0.07313,0.0,0.6,44.3,2229.45,731345
"Apu Apustaja (Solana)
APU",0.0007464,15.1,30.3,1.4,20183.22,731184
"DREAM by Virtuals
DREAM",0.0007313,4.8,6.0,36.8,14477.97,730205
"Sui Monster
SUIMON",7.269e-05,2.8,14.7,123.1,8058.48,729701
"RepubliK
RPK",0.003655,3.6,1.4,15.1,508481.0,729402
"ExchangeCoin
EXCC",0.02411,0.0,0.3,17.1,33466.47,729401
"Calamari Network
KMA",0.0001686,0.0,8.8,14.6,3121.32,727859
"Mendi Finance
MENDI",0.0275,0.1,9.1,35.3,18108.14,727407
"UDAO
UDAO",0.1277,0.5,1.4,2.0,166268.0,726973
"TheCat
THECAT",0.0009196,1.0,1.6,6.1,804.97,727049
"WOOF
WOOF",4.061e-05,0.4,0.9,13.6,11423.25,726974
"Wrapped BMX Liquidity Token
WBLT",1.2,1.4,0.6,1.3,476321.0,726586
"Metavault DAO
MVD",3.54,,,,2757.09,733659
"KCCPad
KCCPAD",0.002293,0.0,0.6,3.1,11.35,724919
"Squirrel Swap
SQRL",0.0007321,2.2,4.5,16.2,3761.54,723282
"BitcoinBam
BTCBAM",0.0451,0.0,6.2,11.5,256.49,723034
"Avive
AVIVE",0.0002435,0.5,1.1,2.2,3921.86,722819
"Web3 Workx
WRKX",0.008662,0.2,0.5,12.7,69445.62,722102
"Big Cheungus
$CHEUNGUS",0.0007225,0.7,9.6,85.3,34935.56,722467
"Didi Duck
DIDID",0.0007225,0.3,1.6,0.9,1113.95,721266
"Artto AI
ARTTO",0.0007212,0.0,5.1,28.7,7393.44,721202
"Kambria
KAT",0.0004556,0.2,7.4,11.3,641.18,720781
"STARKNET BROTHER
BROTHER",0.097162,0.2,1.4,18.8,2074.18,720274
"Kendu Inu
KENDU",0.067199,0.4,0.8,10.8,67580.12,719926
"LIQUIDATED
LIQQ",0.0009958,0.1,0.3,35.6,53454.52,719253
"Bully
BULLY",0.0001825,,,,181871.0,766636
"Fujimoto
FUJI",0.0007187,0.1,3.8,12.6,7038.9,718697
"Store of Value
VAL",0.0007179,0.6,1.6,17.5,141211.0,717264
"PERQ
PERQ",0.002523,0.5,10.3,10.8,68593.64,716649
"Andy on SOL
ANDY",0.0007481,0.8,2.5,28.3,29034.95,713196
"Morud
MORUD",0.0007126,0.3,2.1,22.1,22405.91,712521
"feetcoin
FEETCOIN",0.0007428,6.0,0.6,40.2,27641.7,710412
"Nvidia Tokenized Stock Defichain
DNVDA",5.83,0.0,1.5,0.6,0.6871,709750
"Inu Inu
INUINU",0.081526,0.2,2.2,10.3,739.79,709910
"SolBae AI
BAE",0.0007054,0.6,2.5,,185101.0,707121
"Miya
MIYA",0.0007222,0.3,12.2,18.7,33224.91,706198
"Shibussy
SHIBUSSY",1.503e-05,0.5,4.5,6.6,4952.06,705459
"Hakka Finance
HAKKA",0.002413,0.7,7.7,0.7,1.6,705680
"Potcoin
POT",0.003063,0.2,1.0,33.3,82443.38,703335
"Ozone Metaverse
$OZONE",0.0007182,0.8,1.3,16.0,161933.0,702984
"Thundercore Bridged USDT (Thundercore)
USDT",1.0,0.0,0.1,0.0,16744.41,702732
"GAMI WORLD
GAMI",0.01625,0.6,1.0,1.6,11.56,701826
"Whale Ecosystem
WHALE",0.03311,2.4,5.4,14.0,7507.72,701530
"Pepe KRC20
$PEPE",2.438e-05,0.0,0.5,18.4,69.98,699796
"BEAMCAT
BCAT",0.081665,0.4,7.9,47.9,2093.35,699239
"IXI
IXI",7.606e-05,0.5,1.3,0.9,369.0,699103
"DigiHealth
DGH",0.0006983,0.0,23.0,5.9,18084.18,698324
"Not Financial Advice
NFAI",0.008241,1.3,10.2,1.6,1618.98,698465
"Paperclip AI
PAPERCLIPS",0.0008208,0.4,7.3,1.2,43041.3,697684
"usdx.money Staked USDX
SUSDX",1.05,0.1,0.1,1.3,31037.21,696439
"Civilization
CIV",0.002381,0.3,1.2,21.8,891.51,694512
"TAIKAI
TKAI",0.008035,0.2,0.9,0.1,85081.44,694289
"Aped
APED",0.685,1.3,4.6,25.0,62247.64,694356
"Oncology Network
ONC",0.0009962,0.1,1.6,18.5,1054.32,693476
"Divvy.bet
DVY",0.0028,0.1,2.3,3.9,438.79,693074
"Delta Exchange
DETO",0.007327,0.0,11.2,9.5,1453.38,691827
"Ugly Dog
UGLYDOG",0.0006891,0.6,18.7,49.7,143187.0,691149
"Alaska Gold Rush
CARAT",0.002143,0.0,2.5,8.9,3585.36,690858
"Celer Bridged DAI (Astar)
DAI",0.9941,,,,11.84,690484
"Pulse3D
PULSE",0.0006898,1.1,31.8,48.3,66499.04,689845
"Etho Protocol
ETHO",0.009619,0.1,0.4,5.6,4570.42,689362
"Bangkit
BKIT",0.058607,2.1,5.6,3.8,2192.45,688579
"Woke Chain
GOWOKE",0.0008312,0.1,0.6,12.4,2460.92,687180
"Ironclad USD
IUSD",1.0,0.1,0.3,0.3,155219.0,687471
"Proteo DeFi
PROTEO",0.0786,0.1,0.8,13.5,88505.78,685460
"Ultimate Frog Racing
UFR",0.0006855,0.1,30.5,60.8,40064.74,685455
"OneMug
MUG",0.0006853,0.6,11.1,57.9,47643.29,685284
"FDREAM
FDREAM",0.0006225,1.8,10.8,55.4,26925.47,684730
"TRON MASCOT
SUNTRON",0.0006854,,,,13.45,685364
"DT Inu
DTI",0.0006833,0.3,6.9,32.5,32852.62,683293
"NAIFU
NAIFU",0.0001,2.2,9.7,47.1,2991.03,682927
"Konan of Kaspa
KONAN",0.052373,0.2,2.1,50.9,212829.0,683008
"CELLULA
CELA",0.01099,0.2,4.5,26.3,1984828.0,682953
"Polkadex
PDEX",0.09406,3.0,1.9,5.8,107846.0,680616
"Sevilla Fan Token
SEVILLA",0.4042,0.3,1.4,5.8,30974.1,680485
"doginthpool
DIP",0.0007038,0.1,3.8,21.1,4703.53,679444
"1Hub.ai
1HUB",0.001561,0.3,2.2,29.9,18273.62,678870
"NvirWorld
NVIR",0.0005294,4.4,6.1,11.6,23621.34,678569
"Smiling Dolphin
MIHARU",0.0006791,0.2,8.3,33.1,255499.0,678198
"Kryptonite Staked SEI
STSEI",0.3615,0.5,1.9,7.4,323.35,677088
"Polygon zkEVM Bridged DAI (Polygon zkEVM)
DAI",0.9978,0.1,0.0,0.2,14722.07,676845
"WorldCoin
WDC",0.004819,0.0,27.6,12.8,1138.18,676965
"Wonderman Nation
WNDR",0.01487,0.1,0.2,0.3,8179.39,676481
"Ignis
IGNIS",0.0008876,0.1,0.9,1.2,138.64,675593
"SANSHU!
SANSHU!",0.0006755,,,,319.84,675494
"The Css God by Virtuals
WEBSIM",0.0006754,0.2,2.9,0.0,9593.46,675325
"CHARLES
CHARLES",0.02247,,1.5,22.1,118.22,674854
"VON
VON",0.056038,0.1,0.2,2.5,49172.85,675624
"Investin
IVN",0.2303,0.0,1.8,3.7,534.63,674843
"Syncus
SYNC",0.0001568,0.0,0.6,7.4,1929.89,674590
"Hyve
HYVE",0.01163,0.4,0.5,9.2,127104.0,673678
"Cros
CROS",0.007113,1.1,13.1,17.9,1701222.0,673392
"H1DR4 by Virtuals
H1DR4",0.0006734,28.5,52.0,64.2,83605.37,673126
"VENKO
$VENKO",0.051123,0.2,0.9,51.8,139180.0,672285
"MAGA Again
MAGAA",0.0006722,2.2,3.4,47.0,489960.0,672164
"Liquid Cat
CAT",0.5788,0.0,3.1,56.9,2058.96,670975
"VoldemortTrumpRobotnik-10Neko
ETHEREUM",0.000722,0.4,3.8,16.5,154.28,669069
"Bridge Oracle
BRG",8.362e-05,0.8,1.7,14.5,22503.05,669008
"Quicksilver
QCK",0.005274,0.2,7.8,35.0,428.27,667502
"Wanaka Farm
WANA",0.003845,0.6,1.9,2.2,438.33,667230
"Wrapped Energi
WNRG",0.04959,0.2,0.3,4.5,3745.02,666215
"BlockchainSpace
GUILD",0.001463,0.9,0.1,9.1,100.56,666211
"CRAB
CRAB",0.0006663,0.9,4.8,12.1,54983.38,666150
"Meowcoin
MEWC",0.0001064,0.4,10.4,26.8,1405.19,665682
"Rawr
XD",0.0006778,0.2,26.0,52.7,122236.0,665004
"Crappy Bird CTO
CRAPPY",0.0005545,0.2,0.2,11.0,540.58,664812
"Darwinia Commitment
KTON",4.53,0.1,13.6,7.8,5011.91,664670
"Popcorn
PCORN",0.0003309,0.2,0.9,6.3,192.85,663990
"Plastiks
PLASTIK",0.001412,0.8,0.3,30.3,5.88,663818
"StellaryAI
STELAI",0.0009924,0.2,1.1,15.5,2210.6,663232
"Chain Guardians
CGG",0.005923,0.0,7.7,20.1,4111.12,662868
"Aurora
AURORA",0.00066,0.8,3.0,20.5,24504.73,662027
"LESTER by Virtuals
LESTER",0.000662,4.2,5.7,53.4,37090.13,662005
"Piccolo Inu
PINU",0.086656,,,,71.89,665622
"Zynecoin
ZYN",0.01897,2.3,22.4,27.9,31349.11,661584
"Metformin
MET",0.0006577,0.3,2.3,11.0,24862.39,660413
"Hunter Token
HNTR",0.002208,0.0,0.2,6.3,1485.8,660095
"RecTime
RTIME",0.071622,0.0,0.4,0.0,5681.68,658097
"Marutaro
$MARU",7.264e-05,0.2,9.6,73.7,3957.0,657723
"Party
PARTY",6.699e-05,0.0,1.0,6.7,3140.51,656525
"ZAPCAT
ZAPCAT",0.0006669,0.1,5.7,26.7,111097.0,655835
"PWOG
PWOG",0.0006111,21.8,21.8,,4936068.0,655222
"Emorya Finance
EMR",0.001198,0.2,1.6,4.9,1517.44,654795
"BLOOD
$BLOOD",0.067673,2.5,0.9,57.3,1783.55,653552
"Cyphomancer
42",0.0007002,5.1,3.6,5.9,63218.07,653306
"Osean
OSEAN",0.0007683,0.1,11.4,1.4,440.03,652900
"Pendulum
PEN",0.01984,0.0,0.2,9.5,1275.47,652018
"$SATX
SATX",0.000538,0.1,6.6,8.1,16290.96,652257
"Bridged Wrapped Ether (Fuse)
WETH",3271.12,1.3,1.3,2.8,2101.09,650829
"PREME Token
PREME",0.007348,,,,203.4,687818
"End Wokeness
WOKE",0.0006675,4.3,6.2,35.4,1883.8,648828
